time,force_x,force_y,force_z,vibration_x,vibration_y,vibration_z,acoustic_emission_rms,tool_wear,ACTION_CODE
19344,32.84,11.501,25.753,0.115,0.082,-0.009,0.115,0.126504959,0
19345,-1.955,-3.748,-0.743,0.496,-0.356,0.145,0.114,0.126504959,0
19346,16.459,4.89,-11.266,-0.043,-0.07,-0.006,0.101,0.126504959,0
19347,23.351,9.615,-7.351,0.133,0.184,0.083,0.089,0.126504959,0
19348,-2.397,10.446,2.541,0.229,0.146,0.434,0.102,0.126504959,0
19349,1.83,4.444,10.485,0.213,0.109,0.19,0.093,0.126504959,0
19350,35.817,12.981,31.495,0.335,-0.136,0.053,0.112,0.126504959,0
19351,21.754,15.557,17.281,0.126,0.13,0.247,0.081,0.126504959,0
19352,-0.851,-0.517,-4.991,0.105,0.027,0.08,0.09,0.126504959,0
19353,24.709,5.192,-10.449,0.113,-0.087,-0.221,0.072,0.126504959,0
19354,8.626,7.59,-3.163,0.167,-0.057,-0.089,0.12,0.126504959,0
19355,-7.778,-1.883,-2.018,0.101,0.23,0.568,0.124,0.126504959,0
19356,16.262,5.065,18.022,0.106,0.197,0.475,0.119,0.126504959,0
19357,34.089,17.561,27.441,0.287,-0.063,-0.188,0.13,0.126504959,0
19358,-4.595,6.556,7.169,0.272,-0.503,-0.099,0.117,0.126504959,0
19359,6.265,5.293,-8.575,-0.132,0.075,-0.112,0.103,0.126504959,0
19360,18.639,7.811,-5.475,0.057,0.161,-0.214,0.101,0.126504959,0
19361,-8.982,6.74,-0.957,0.477,-0.115,0.354,0.111,0.126504959,0
19362,-5.021,-3.659,5.856,-0.037,0.156,0.134,0.121,0.126504959,0
19363,30.262,8.932,29.915,-0.443,0.398,-0.189,0.139,0.126504959,0
19364,22.641,17.986,18.327,0.004,0.303,0.46,0.154,0.126504959,0
19365,-1.004,0.567,-2.041,0.072,-0.162,0.349,0.165,0.126504959,0
19366,26.104,6.844,-11.239,0.026,-0.16,-0.035,0.156,0.126504959,0
19367,15.619,14.975,-6.758,-0.036,0.454,-0.181,0.205,0.126504959,0
19368,-4.535,0.262,-0.847,0.025,0.117,0.734,0.203,0.126504959,0
19369,13.737,7.562,2.882,0.39,-0.278,-0.415,0.122,0.126504959,0
19370,3.265,1.942,-1.324,0.069,0.017,0.025,-0.005,0.126745237,0
19371,-3.686,0.18,1.598,-0.098,-0.475,-0.456,0.173,0.126745237,0
19372,19.15,11.787,-15.326,0.02,0.612,0.069,0.19,0.126745237,0
19373,26.829,-3.975,-9.383,0.128,0.093,0.144,0.168,0.126745237,0
19374,-9.63,-0.039,-6.338,0.179,-0.622,0.445,0.142,0.126745237,0
19375,4.615,38.252,11.773,0.147,-0.117,0.159,0.132,0.126745237,0
19376,45.061,6.813,39.088,-0.117,0.34,-0.614,0.113,0.126745237,0
19377,12.682,3.549,20.758,-0.073,0.127,0.628,0.098,0.126745237,0
19378,3.69,8.667,-4.7,0.018,0.184,-0.17,0.075,0.126745237,0
19379,22.325,4.402,-15.893,0.177,0.264,0.09,0.132,0.126745237,0
19380,10.612,-9.933,-10.685,-0.089,-0.089,0.286,0.095,0.126745237,0
19381,-14.885,6.999,-2.974,0.311,-0.482,0.062,0.08,0.126745237,0
19382,18.171,21.755,22.406,0.214,0.023,-0.345,0.09,0.126745237,0
19383,34.601,5.747,31.932,-0.24,0.451,-0.054,0.087,0.126745237,0
19384,-4.85,1.915,5.817,-0.21,0.012,0.227,0.097,0.126745237,0
19385,6.633,11.122,-14.557,0.163,0.255,-0.053,0.081,0.126745237,0
19386,21.296,0.363,-8.439,-0.238,0.428,-0.007,0.098,0.126745237,0
19387,-4.795,-10.532,-8.353,-0.239,-0.151,0.052,0.096,0.126745237,0
19388,-8.525,18.746,4.431,-0.115,0.32,-0.04,0.101,0.126745237,0
19389,29.529,4.007,30.886,-0.044,0.402,0.333,0.108,0.126745237,0
19390,19.023,5.032,17.975,-0.214,-0.202,0.052,0.085,0.126745237,0
19391,0.995,6.901,-2.562,0.151,-0.278,-0.377,0.123,0.126745237,0
19392,24.987,10.866,-11.262,-0.075,0.307,-0.188,0.11,0.126745237,0
19393,19.365,-3.3,-6.307,-0.006,-0.132,0.215,0.11,0.126745237,0
19394,-13.169,7.517,-8.011,0.178,-0.486,-0.257,0.105,0.126745237,0
19395,14.311,27.174,20.434,-0.134,0.354,-0.508,0.085,0.126745237,0
19396,46.864,3.82,37.647,-0.17,0.41,0.269,0.087,0.126745237,0
19397,3.406,4.912,10.96,-0.009,-0.446,-0.116,0.092,0.126745237,0
19398,7.311,7.406,-8.317,0.028,0.072,-0.243,0.089,0.126745237,0
19399,27.965,0.543,-10.06,-0.041,0.262,0.017,0.102,0.126745237,0
19400,-1.196,-10.115,-10.249,-0.035,-0.068,0.276,0.079,0.126745237,0
19401,-11.29,12.384,-1.48,-0.039,0.026,-0.19,0.089,0.126745237,0
19402,26.601,12.014,26.246,0.147,0.289,0.041,0.084,0.126745237,0
19403,27.371,9.449,27.976,-0.177,-0.006,0.019,0.07,0.126745237,0
19404,-6.189,8.899,0.132,0.003,-0.039,0.169,0.095,0.126745237,0
19405,13.444,9.306,-13.164,0.045,0.309,-0.029,0.094,0.126745237,0
19406,17.744,-0.606,-6.57,0.105,-0.043,-0.13,0.099,0.126745237,0
19407,-13.03,-5.229,-6.578,0.149,-0.235,-0.054,0.092,0.126745237,0
19408,5.417,17.443,13.675,-0.209,0.712,-0.041,0.096,0.126745237,0
19409,42.433,5.632,34.947,-0.238,0.115,-0.069,0.099,0.126745237,0
19410,5.824,4.99,12.987,-0.16,-0.353,-0.198,0.086,0.126745237,0
19411,8.058,4.322,-5.358,0.097,0.293,-0.131,0.097,0.126745237,0
19412,27.368,6.873,-11.886,-0.063,0.377,-0.137,0.099,0.126745237,0
19413,6.298,-0.735,-8.134,0.107,-0.273,-0.035,0.124,0.126745237,0
19414,-5.154,10.764,-2.056,-0.184,0.196,-0.076,0.096,0.126745237,0
19415,29.967,18.331,27.856,0.052,0.337,0.074,0.085,0.126745237,0
19416,34.253,10.27,34.413,0.252,-0.407,0.144,0.109,0.126745237,0
19417,-1.879,2.748,8.006,0.132,-0.344,0.014,0.097,0.126745237,0
19418,15.317,2.674,-9.27,-0.126,0.374,-0.026,0.095,0.126745237,0
19419,23.129,2.766,-11.077,-0.19,0.01,-0.071,0.089,0.126745237,0
19420,-8.578,-1.579,-8.078,0.016,-0.201,0.141,0.095,0.126745237,0
19421,-1.123,10.84,6.817,0.034,0.255,0.15,0.095,0.126745237,0
19422,33.141,11.439,31.507,0.2,-0.04,0.177,0.089,0.126745237,0
19423,14.08,13.305,21.468,-0.022,-0.021,-0.002,0.082,0.126745237,0
19424,-1.59,5.342,-0.333,0.224,-0.045,0.138,0.077,0.126745237,0
19425,18.226,4.947,-12.19,-0.051,0.254,-0.093,0.085,0.126745237,0
19426,10.804,-1.953,-10.208,0.027,0.014,-0.012,0.085,0.126745237,0
19427,-9.579,0.131,-2.714,0.092,-0.111,0.195,0.078,0.126745237,0
19428,13.617,8.047,18.129,-0.097,0.279,-0.079,0.09,0.126745237,0
19429,38.33,11.488,32.715,-0.05,0.01,-0.095,0.107,0.126745237,0
19430,3.899,4.288,10.278,-0.095,-0.105,0.083,0.102,0.126745237,0
19431,12.719,3.696,-7.69,0.086,0.293,0.132,0.093,0.126745237,0
19432,27.145,5.452,-9.014,-0.039,0.217,-0.06,0.098,0.126745237,0
19433,0.051,0.61,-8.066,0.043,-0.12,0.067,0.09,0.126745237,0
19434,-1.401,7.817,7.162,0.156,-0.023,0.16,0.092,0.126745237,0
19435,32.841,14.881,32.628,-0.104,0.183,0.176,0.087,0.126745237,0
19436,28.393,15.491,26.952,-0.007,-0.204,0.048,0.077,0.126745237,0
19437,0.58,0.042,1.888,0.164,-0.046,0.081,0.082,0.126745237,0
19438,19.816,4.131,-14.255,0.154,0.262,-0.082,0.093,0.126745237,0
19439,14.792,2.345,-9.977,-0.056,-0.013,-0.065,0.085,0.126745237,0
19440,-11.757,-1.579,-2.361,0.07,-0.1,0.259,0.086,0.126745237,0
19441,11.437,9.169,18.029,-0.153,0.184,0.039,0.1,0.126745237,0
19442,37.499,16.878,33.22,-0.251,0.204,-0.079,0.088,0.126745237,0
19443,-1.086,6.749,12.175,-0.037,-0.026,0.087,0.114,0.126745237,0
19444,5.472,2.17,-7.682,-0.079,0.312,0.018,0.096,0.126745237,0
19445,20.711,5.009,-14.409,-0.076,-0.032,-0.38,0.101,0.126745237,0
19446,-5.912,4.338,-8.385,0.315,0.033,-0.104,0.101,0.126745237,0
19447,-8.054,1.636,4.823,0.039,0.39,0.294,0.098,0.126745237,0
19448,26.57,9.521,33.043,-0.419,0.329,-0.308,0.099,0.126745237,0
19449,25.84,14.527,26.41,-0.091,-0.259,0.035,0.099,0.126745237,0
19450,0.014,-1.522,-3.206,-0.047,0.141,0.215,0.119,0.126745237,0
19451,23.988,-2.374,-18.408,-0.117,0.253,-0.018,0.109,0.126745237,0
19452,18.569,12.094,-7.743,0.213,-0.104,-0.311,0.123,0.126745237,0
19453,-4.914,7.79,1.784,0.14,0.095,0.149,0.104,0.126745237,0
19454,11.61,10.276,18.941,0.198,0.412,0.037,0.112,0.126745237,0
19455,45.463,15.31,31.299,0.275,-0.058,0.114,0.099,0.126745237,0
19456,10.682,5.666,10.453,-0.468,-0.174,0.027,0.102,0.126745237,0
19457,7.537,-1.879,-7.461,-0.146,0.154,0.303,0.103,0.126745237,0
19458,25.425,6.59,-11.599,0.197,-0.085,-0.072,0.108,0.126745237,0
19459,2.893,6.035,-2.151,0.21,-0.142,-0.105,0.086,0.126745237,0
19460,-9.174,-1.674,0.693,0.118,0.362,0.396,0.104,0.126745237,0
19461,20.247,10.07,20.055,0.63,-0.151,-0.084,0.096,0.126745237,0
19462,29.917,19.396,25.12,0.355,-0.261,-0.056,0.083,0.126745237,0
19463,-5.456,-0.499,2.282,-0.429,0.483,0.257,0.102,0.126745237,0
19464,10.96,4.611,-10.857,0.48,-0.436,0.018,0.083,0.126745237,0
19465,17.733,8.374,-6.122,0.19,-0.105,-0.557,0.12,0.126745237,0
19466,-8.638,2.976,-4.216,-0.362,-0.068,-0.133,0.099,0.126745237,0
19467,-0.989,-5.424,11.056,-0.172,0.328,0.614,0.096,0.126745237,0
19468,36.369,10.998,30.411,0.056,-0.103,-0.222,0.09,0.126745237,0
19469,17.288,15.844,16.714,-0.073,-0.291,-0.353,0.102,0.126745237,0
19470,2.437,-3.677,-3.793,0.154,-0.208,0.149,0.099,0.126745237,0
19471,29.528,5.689,-11.759,0.137,0.09,-0.184,0.133,0.126745237,0
19472,11.023,15.135,-5.692,-0.19,-0.161,-0.74,0.131,0.126745237,0
19473,-2.3,-1.446,-2.758,0.304,-0.232,0.552,0.116,0.126745237,0
19474,25.38,10.787,22.321,0.149,0.055,0.16,0.134,0.126745237,0
19475,40.174,24.622,30.708,0.155,0.203,0.065,0.138,0.126745237,0
19476,-0.399,4.421,3.781,0.067,-0.272,-0.274,0.147,0.126745237,0
19477,13.771,0.059,-6.969,-0.206,-0.045,0.111,0.198,0.126745237,0
19478,22.786,10.292,-6.306,-0.219,0.094,-0.217,0.19,0.126745237,0
19479,-10.078,0.607,-1.329,-0.04,0.009,-0.338,0.126,0.126745237,0
19480,3.177,2.316,-0.06,0.125,0.111,0.117,-0.005,0.126985514,0
19481,43.026,6.653,42.202,-0.066,0.502,-0.304,0.18,0.126985514,0
19482,11.381,4.485,20.005,0.18,0.152,0.608,0.174,0.126985514,0
19483,4.799,9.242,-6.108,0.234,0.031,-0.168,0.137,0.126985514,0
19484,25.646,3.092,-14.752,-0.103,0.245,0.529,0.138,0.126985514,0
19485,9.206,-12.059,-8.243,0.126,-0.177,0.297,0.131,0.126985514,0
19486,-15.468,12.582,-2.741,0.1,0.37,0.222,0.135,0.126985514,0
19487,24.639,16.459,26.214,-0.326,0.966,-0.613,0.104,0.126985514,0
19488,33.388,5.122,30.68,0.052,-0.28,0.174,0.091,0.126985514,0
19489,-6.08,4.518,5.258,-0.149,-0.431,-0.188,0.081,0.126985514,0
19490,10.573,9.9,-13.035,0.035,0.439,0.182,0.068,0.126985514,0
19491,18.522,-6.646,-9.33,0.085,0.229,0.294,0.105,0.126985514,0
19492,-10.829,-7.671,-6.265,0.479,-0.616,0.078,0.094,0.126985514,0
19493,-1.026,25.135,8.609,0.276,0.065,0.062,0.086,0.126985514,0
19494,38.269,1.428,35.272,0.146,0.014,0.107,0.094,0.126985514,0
19495,10.161,2.628,18.777,0.183,-0.281,0.268,0.106,0.126985514,0
19496,2.488,11.803,-5.667,0.146,0.018,-0.253,0.101,0.126985514,0
19497,22.702,8.537,-13.785,0.103,0.51,0.021,0.117,0.126985514,0
19498,13.568,-7.165,-8.184,0.105,-0.352,0.184,0.11,0.126985514,0
19499,-6.914,11.258,-2.582,0.137,-0.058,0.58,0.102,0.126985514,0
19500,24.326,23.581,26.612,-0.173,0.356,0.185,0.091,0.126985514,0
19501,38.912,2.863,35.356,-0.092,0.051,0.077,0.101,0.126985514,0
19502,-1.33,1.927,7.429,0.112,-0.163,0.062,0.099,0.126985514,0
19503,13.618,8.854,-9.719,-0.002,0.382,0.037,0.117,0.126985514,0
19504,27.03,0.866,-8.478,-0.044,0.258,-0.043,0.089,0.126985514,0
19505,-4.076,-8.282,-9.349,-0.003,-0.323,0.147,0.09,0.126985514,0
19506,-7.528,13.409,2.043,0.296,-0.046,0.152,0.106,0.126985514,0
19507,31.979,10.277,30.347,-0.392,0.548,-0.144,0.092,0.126985514,0
19508,20.804,7.701,24.48,-0.028,-0.519,0.024,0.103,0.126985514,0
19509,-5.477,6.506,-0.551,0.144,-0.409,-0.268,0.092,0.126985514,0
19510,17.048,10.044,-11.094,-0.132,0.502,-0.161,0.09,0.126985514,0
19511,14.757,-1.79,-6.092,-0.083,-0.091,-0.156,0.109,0.126985514,0
19512,-14.332,-3.265,-5.596,0.009,-0.118,0.041,0.099,0.126985514,0
19513,6.185,18.41,16.54,-0.202,0.496,0.074,0.099,0.126985514,0
19514,43.081,4.121,34.298,-0.094,0.015,0.091,0.129,0.126985514,0
19515,5.076,4.666,10.226,-0.05,-0.38,-0.255,0.09,0.126985514,0
19516,9.684,7.403,-7.346,0.079,0.229,-0.148,0.1,0.126985514,0
19517,29.973,4.453,-8.87,0.025,0.266,0.048,0.101,0.126985514,0
19518,5.053,-1.449,-8.016,-0.014,-0.071,0.165,0.106,0.126985514,0
19519,-6.143,17.238,0.806,0.151,0.072,0.469,0.124,0.126985514,0
19520,34.439,13.561,29.888,-0.041,0.25,-0.296,0.088,0.126985514,0
19521,32.459,10.251,30.488,0.108,-0.181,-0.075,0.093,0.126985514,0
19522,-0.639,3.762,3.605,0.013,-0.008,0.066,0.083,0.126985514,0
19523,19.4,6.488,-10.58,0.082,0.246,-0.017,0.097,0.126985514,0
19524,19.915,-1.44,-9.671,0.089,-0.017,-0.029,0.092,0.126985514,0
19525,-12.006,-0.916,-7.819,0.072,-0.048,0.058,0.113,0.126985514,0
19526,3.721,15.956,10.579,0.058,0.418,0.113,0.088,0.126985514,0
19527,39.893,11.124,32.738,0.19,-0.132,0.024,0.087,0.126985514,0
19528,7.591,9.655,14.408,-0.139,-0.362,-0.064,0.095,0.126985514,0
19529,3.83,8.077,-4.519,0.091,-0.029,-0.016,0.096,0.126985514,0
19530,21.571,5.147,-12.449,0.015,0.136,-0.036,0.102,0.126985514,0
19531,1.792,-2.958,-8.523,0.007,-0.18,-0.149,0.087,0.126985514,0
19532,-10.246,3.092,-1.81,0.083,0.024,0.092,0.086,0.126985514,0
19533,25.548,8.846,24.532,-0.057,0.225,-0.112,0.106,0.126985514,0
19534,31.208,13.931,29.433,0.02,-0.114,0.033,0.082,0.126985514,0
19535,0.037,0.705,4.873,-0.157,-0.154,-0.105,0.081,0.126985514,0
19536,16.866,5.183,-11.627,-0.208,0.369,0.013,0.085,0.126985514,0
19537,22.952,5.083,-11.847,-0.031,-0.01,-0.149,0.096,0.126985514,0
19538,-3.877,2.77,-6.431,0.117,-0.061,0.05,0.085,0.126985514,0
19539,4.155,15.197,8.644,0.074,0.092,0.121,0.087,0.126985514,0
19540,38.967,12.477,36.084,0.052,0.126,-0.24,0.093,0.126985514,0
19541,17.828,14.332,21.202,-0.053,-0.213,-0.027,0.071,0.126985514,0
19542,2.578,1.317,-0.306,0.023,0.037,0.116,0.08,0.126985514,0
19543,22.794,1.872,-13.147,-0.117,0.013,-0.074,0.09,0.126985514,0
19544,11.157,-0.862,-10.924,-0.076,-0.019,0.102,0.108,0.126985514,0
19545,-9.879,-1.499,-3.909,-0.062,0.026,0.359,0.09,0.126985514,0
19546,14.735,10.081,19.972,-0.113,0.269,0.14,0.089,0.126985514,0
19547,34.6,16.264,30.444,0.024,0.13,0.009,0.095,0.126985514,0
19548,-1.066,8.285,11.777,0.005,-0.277,-0.066,0.079,0.126985514,0
19549,5.412,3.617,-9.91,-0.149,0.179,-0.062,0.12,0.126985514,0
19550,21.317,4.982,-12.891,0.02,0.244,-0.191,0.09,0.126985514,0
19551,-6.122,0.332,-5.565,0.349,-0.225,0.067,0.111,0.126985514,0
19552,-6.017,6.1,6.227,-0.013,0.182,0.204,0.1,0.126985514,0
19553,31.029,8.732,31.514,-0.028,-0.044,0.132,0.093,0.126985514,0
19554,19.707,13.372,21.626,0.313,-0.296,0.284,0.098,0.126985514,0
19555,-0.901,-2.023,-2.852,0.075,0.014,0.129,0.104,0.126985514,0
19556,25.525,2.582,-18.208,0.097,0.095,-0.023,0.092,0.126985514,0
19557,15.225,7.114,-12.659,0.146,-0.047,0.086,0.109,0.126985514,0
19558,-4.254,5.62,-0.521,-0.178,0.303,0.148,0.115,0.126985514,0
19559,18.281,13.845,19.88,0.322,0.121,0.413,0.098,0.126985514,0
19560,42.809,17.494,35.116,-0.151,-0.025,-0.119,0.091,0.126985514,0
19561,2.657,-0.493,3.255,-0.176,0.063,-0.031,0.092,0.126985514,0
19562,11.959,-3.443,-13.912,0.045,0.177,-0.021,0.114,0.126985514,0
19563,24.055,8.115,-10.361,0.255,0.054,-0.223,0.105,0.126985514,0
19564,-3.842,7.52,-3.327,0.005,-0.227,0.016,0.129,0.126985514,0
19565,-5.812,0.893,6.634,-0.201,0.299,0.294,0.112,0.126985514,0
19566,27.486,13.127,26.011,0.061,-0.139,0.213,0.107,0.126985514,0
19567,20.103,13.236,17.583,0.405,-0.346,0.171,0.104,0.126985514,0
19568,-6.375,-0.294,-2.674,-0.289,0.012,-0.077,0.085,0.126985514,0
19569,18.236,3.454,-12.609,-0.01,0.228,-0.02,0.095,0.126985514,0
19570,14.838,10.164,-4.024,0.273,-0.177,-0.109,0.096,0.126985514,0
19571,-10.995,1.14,-1.486,-0.066,0.292,0.124,0.085,0.126985514,0
19572,6.892,-1.359,11.274,-0.095,0.536,0.109,0.089,0.126985514,0
19573,39.677,12.244,29.286,-0.132,-0.107,-0.302,0.082,0.126985514,0
19574,7.163,4.408,8.672,0.153,-0.5,0.406,0.082,0.126985514,0
19575,9.284,3.181,-7.326,-0.229,0.426,0.159,0.086,0.126985514,0
19576,29.413,10.199,-10.215,0.261,-0.032,-0.343,0.092,0.126985514,0
19577,4.786,15.399,-3.41,0.251,-0.085,0.001,0.117,0.126985514,0
19578,-2.393,2.062,1.623,-0.135,0.401,0.4,0.092,0.126985514,0
19579,30.191,7.668,23.498,-0.125,-0.179,-0.65,0.093,0.126985514,0
19580,33.607,22.455,27.773,0.087,-0.19,-0.367,0.11,0.126985514,0
19581,-1.689,-3.009,2.437,0.021,0.235,0.604,0.105,0.126985514,0
19582,17.375,3.784,-8.948,-0.225,0.517,0.273,0.11,0.126985514,0
19583,20.358,10.614,-4.159,0.072,-0.083,-0.174,0.114,0.126985514,0
19584,-10.749,0.89,-4.187,-0.102,0.028,0.673,0.149,0.126985514,0
19585,2.43,-3.249,5.206,0.09,0.378,0.774,0.139,0.126985514,0
19586,35.959,15.377,29.026,0.623,-0.283,-0.185,0.134,0.126985514,0
19587,11.859,13.94,13.632,0.05,-0.072,-0.497,0.207,0.126985514,0
19588,-1.916,-2.889,-3.018,0.284,0.156,0.457,0.183,0.126985514,0
19589,12.442,7.55,0.108,0.258,-0.049,-0.211,0.147,0.126985514,0
19590,2.036,2.557,0.729,-0.037,-0.057,-0.071,-0.004,0.127225792,0
19591,-14.022,0.707,-5.482,0.164,-0.594,0.146,0.179,0.127225792,0
19592,4.371,28.397,16.587,-0.114,0.676,-0.415,0.178,0.127225792,0
19593,44.409,0.818,38.003,-0.003,-0.006,-0.064,0.137,0.127225792,0
19594,4.633,3.358,16.106,-0.121,-0.722,0.192,0.153,0.127225792,0
19595,7.305,11.396,-11.268,-0.22,0.265,-0.125,0.116,0.127225792,0
19596,26.299,4.427,-11.621,-0.107,0.288,-0.124,0.102,0.127225792,0
19597,8.971,-10.306,-6.382,0.128,-0.516,0.012,0.131,0.127225792,0
19598,-9.04,25.528,0.686,-0.112,-0.033,-0.814,0.101,0.127225792,0
19599,32.339,23.38,28.021,-0.305,0.531,0.583,0.107,0.127225792,0
19600,36.561,-0.294,32.345,0.206,-0.844,0.316,0.079,0.127225792,0
19601,-2.108,1.353,5.651,-0.219,-0.598,-0.446,0.074,0.127225792,0
19602,18.478,8.83,-11.063,-0.232,0.67,-0.112,0.084,0.127225792,0
19603,23.037,-3.875,-8.783,-0.463,0.323,0.092,0.099,0.127225792,0
19604,-12.625,-4.722,-8.284,-0.069,-0.477,-0.059,0.092,0.127225792,0
19605,-0.85,24.329,10.916,0.121,-0.083,-0.208,0.099,0.127225792,0
19606,38.45,9.79,32.985,-0.214,0.311,-0.411,0.084,0.127225792,0
19607,8.761,6.436,17.747,-0.312,0.005,0.176,0.077,0.127225792,0
19608,4.556,9.728,-4.261,-0.148,0.176,-0.169,0.078,0.127225792,0
19609,19.135,4.263,-11.126,-0.045,0.156,-0.077,0.083,0.127225792,0
19610,3.91,-10.652,-10.443,0.242,-0.4,0.037,0.1,0.127225792,0
19611,-10.793,12.337,-5.58,-0.073,0.04,-0.38,0.105,0.127225792,0
19612,27.623,12.78,28.006,0.333,0.327,0.315,0.1,0.127225792,0
19613,35.629,1.826,33.041,-0.22,-0.052,-0.068,0.109,0.127225792,0
19614,-2.554,2.079,2.576,-0.59,0.129,-0.244,0.105,0.127225792,0
19615,18.898,9.302,-11.597,-0.187,0.461,-0.037,0.106,0.127225792,0
19616,28.512,1.783,-6.648,0.06,0.053,0.19,0.116,0.127225792,0
19617,-6.135,-2.718,-9.48,0.068,-0.473,-0.078,0.092,0.127225792,0
19618,1.651,28.37,6.412,0.094,0.282,-0.095,0.09,0.127225792,0
19619,40.808,11.322,37.088,-0.115,0.275,-0.137,0.084,0.127225792,0
19620,21.567,6.055,25.098,0.326,-0.749,0.114,0.085,0.127225792,0
19621,0.087,6.799,-1.334,-0.114,0.062,-0.073,0.069,0.127225792,0
19622,23.401,3.457,-12.93,-0.172,0.191,-0.273,0.084,0.127225792,0
19623,15.433,-3.214,-9.73,0.14,-0.386,-0.013,0.081,0.127225792,0
19624,-13.453,0.761,-6.104,0.021,-0.093,-0.075,0.082,0.127225792,0
19625,9.667,19.674,16.234,0.049,0.187,-0.069,0.09,0.127225792,0
19626,39.497,6.695,35.243,0.14,-0.152,0.21,0.084,0.127225792,0
19627,-0.229,5.703,11.183,-0.051,-0.358,0.142,0.1,0.127225792,0
19628,5.42,11.91,-6.925,-0.081,0.221,-0.189,0.098,0.127225792,0
19629,22.935,3.148,-8.265,-0.052,0.202,-0.005,0.096,0.127225792,0
19630,-2.712,-7.603,-6.471,-0.008,-0.286,0.048,0.103,0.127225792,0
19631,-10.605,5.861,2.29,0.152,0.078,0.038,0.111,0.127225792,0
19632,28.995,8.398,29.821,0.126,0.339,0.03,0.103,0.127225792,0
19633,29.836,10.588,28.496,-0.437,0.068,-0.087,0.093,0.127225792,0
19634,-1.07,3.1,0.964,-0.049,-0.083,0.15,0.097,0.127225792,0
19635,20.877,9.091,-10.564,-0.047,0.279,-0.047,0.103,0.127225792,0
19636,20.819,4.75,-7.808,0.058,-0.123,-0.017,0.091,0.127225792,0
19637,-8.739,3.837,-5.873,0.169,-0.229,0.042,0.105,0.127225792,0
19638,9.959,18.247,16.756,0.053,0.329,-0.065,0.087,0.127225792,0
19639,46.794,13.739,36.078,0.068,0.147,0.121,0.092,0.127225792,0
19640,7.952,8.309,15.282,-0.236,-0.409,-0.167,0.094,0.127225792,0
19641,7.692,3.123,-2.933,-0.086,-0.009,0.036,0.089,0.127225792,0
19642,24.625,1.198,-12.332,-0.118,0.194,-0.163,0.093,0.127225792,0
19643,-0.056,-0.202,-9.953,0.05,-0.171,0.02,0.085,0.127225792,0
19644,-9.444,4.935,0.576,0.1,0.033,0.059,0.102,0.127225792,0
19645,23.967,11.441,25.43,0.038,0.142,0.029,0.088,0.127225792,0
19646,27.554,16.469,25.836,0.079,-0.235,-0.101,0.081,0.127225792,0
19647,-5.5,3.99,4.073,-0.106,-0.262,0.057,0.094,0.127225792,0
19648,10.804,5.211,-10.91,0.139,0.049,-0.033,0.091,0.127225792,0
19649,16.495,4.206,-9.391,-0.066,0.049,0.017,0.089,0.127225792,0
19650,-10.381,-1.379,-4.685,-0.032,-0.281,0.101,0.092,0.127225792,0
19651,1.382,9.64,12.399,0.142,0.126,0.279,0.099,0.127225792,0
19652,37.055,9.731,32.428,0.219,0.193,-0.138,0.097,0.127225792,0
19653,10.598,9.667,14.981,-0.057,-0.312,-0.201,0.091,0.127225792,0
19654,7.154,1.463,0.118,-0.063,-0.063,0.1,0.096,0.127225792,0
19655,23.963,3.015,-15.187,-0.006,0.263,-0.109,0.078,0.127225792,0
19656,10.356,4.061,-10.259,-0.056,-0.16,-0.331,0.108,0.127225792,0
19657,-4.282,6.231,-0.826,0.026,-0.068,0.317,0.095,0.127225792,0
19658,22.705,16.609,24.055,0.035,0.187,0.28,0.119,0.127225792,0
19659,40.716,18.093,35.924,-0.21,-0.087,-0.057,0.116,0.127225792,0
19660,1.241,3.071,10.464,-0.019,-0.261,-0.087,0.072,0.127225792,0
19661,11.972,-1.565,-8.356,0.143,0.219,0.117,0.081,0.127225792,0
19662,23.242,1.809,-14.873,-0.03,0.183,-0.229,0.105,0.127225792,0
19663,-4.532,-0.285,-8.997,-0.107,-0.354,-0.015,0.09,0.127225792,0
19664,-6.252,7.415,5.461,-0.038,-0.191,0.197,0.096,0.127225792,0
19665,31.441,17.265,31.278,-0.1,0.052,0.075,0.106,0.127225792,0
19666,17.432,17.575,23.356,0.227,-0.471,0.044,0.091,0.127225792,0
19667,-3.787,-2.683,0.779,-0.138,-0.04,0.061,0.122,0.127225792,0
19668,18.476,0.369,-15.836,0.189,0.055,-0.177,0.144,0.127225792,0
19669,13.227,6.516,-11.409,-0.145,0.185,-0.146,0.129,0.127225792,0
19670,-9.654,5.816,-1.056,-0.129,0.101,-0.036,0.124,0.127225792,0
19671,10.654,8.606,22.518,0.522,-0.347,0.219,0.124,0.127225792,0
19672,39.4,14.916,31.448,-0.415,-0.122,-0.293,0.109,0.127225792,0
19673,2.034,1.914,3.448,-0.379,0.159,-0.122,0.1,0.127225792,0
19674,13.89,-1.399,-11.783,0.046,0.28,0.223,0.094,0.127225792,0
19675,26.849,9.319,-9.918,-0.133,0.208,-0.299,0.132,0.127225792,0
19676,-0.758,11.614,1.532,-0.221,-0.082,-0.084,0.117,0.127225792,0
19677,-2.658,4.269,11.665,0.13,0.075,0.331,0.092,0.127225792,0
19678,33.202,13.226,31.242,-0.277,0.114,-0.275,0.095,0.127225792,0
19679,27.375,15.863,19.048,0.155,-0.343,0.112,0.076,0.127225792,0
