time,force_x,force_y,force_z,vibration_x,vibration_y,vibration_z,acoustic_emission_rms,tool_wear,ACTION_CODE
18328,-1.713,-0.964,0.882,0.051,-0.119,0.123,0.155,0.108929106,0
18329,0.197,1.703,0.096,-0.018,-0.019,-0.037,-0.004,0.109411335,0
18330,20.167,28.892,18.352,-0.205,-0.092,-0.134,0.219,0.109411335,0
18331,23.176,-2.239,33.98,-0.015,-0.139,-0.14,0.196,0.109411335,0
18332,-4.944,1.703,11.918,0.005,0.028,-0.062,0.21,0.109411335,0
18333,9.656,11.064,-13.049,-0.143,0.155,0.124,0.173,0.109411335,0
18334,9.86,-12.639,-7.586,-0.063,0.085,-0.026,0.17,0.109411335,0
18335,-12.362,-14.536,-1.276,0.028,-0.003,-0.051,0.179,0.109411335,0
18336,-2.948,26.267,3.47,-0.181,-0.004,0.135,0.16,0.109411335,0
18337,24.586,4.742,27.634,0.09,-0.016,0.233,0.137,0.109411335,0
18338,12.259,-3.087,28.968,-0.018,0.068,0.17,0.122,0.109411335,0
18339,4.891,14.383,-0.891,-0.027,0.157,0.145,0.122,0.109411335,0
18340,18.022,13.012,-18.189,-0.124,0.032,0.033,0.124,0.109411335,0
18341,8.018,-14.818,-3.941,0.305,-0.096,-0.031,0.104,0.109411335,0
18342,-7.968,8.021,-1.327,0.251,0.12,0.132,0.1,0.109411335,0
18343,19.84,36.267,11.298,0.041,0.23,0.185,0.107,0.109411335,0
18344,35.726,-9.254,36.709,0.058,-0.072,0.071,0.098,0.109411335,0
18345,3.099,-1.979,19.425,-0.039,0.037,-0.066,0.116,0.109411335,0
18346,19.83,10.415,-5.393,0.022,0.029,0.023,0.106,0.109411335,0
18347,24.552,-2.547,-13.136,0.048,0.032,0.071,0.098,0.109411335,0
18348,-0.786,-10.655,-7.024,0.112,-0.086,0.041,0.114,0.109411335,0
18349,-1.545,22.345,1.092,-0.018,-0.074,-0.013,0.118,0.109411335,0
18350,27.358,15.906,20.563,0.065,-0.164,-0.07,0.127,0.109411335,0
18351,19.78,2.393,27.642,0.076,-0.096,-0.191,0.102,0.109411335,0
18352,-1.49,3.584,5.935,-0.062,-0.055,0.065,0.104,0.109411335,0
18353,12.878,9.237,-16.309,-0.078,0.026,-0.111,0.091,0.109411335,0
18354,3.566,-15.223,-5.224,-0.087,-0.065,-0.131,0.12,0.109411335,0
18355,-16.681,-7.656,-3.061,-0.032,-0.061,-0.11,0.103,0.109411335,0
18356,6.97,22.245,8.348,0.033,-0.083,-0.01,0.111,0.109411335,0
18357,24.987,-0.888,27.663,-0.056,-0.188,0.064,0.108,0.109411335,0
18358,-1.655,3.037,13.712,0.055,0.06,-0.179,0.126,0.109411335,0
18359,12.84,13.204,-4.729,-0.067,0.011,0.026,0.104,0.109411335,0
18360,18.824,4.984,-11.01,-0.159,-0.109,-0.057,0.114,0.109411335,0
18361,-1.412,-8.006,-9.03,-0.002,-0.049,0.165,0.115,0.109411335,0
18362,-1.232,13.026,1.064,-0.046,-0.037,0.114,0.098,0.109411335,0
18363,28.099,14.741,23.67,0.025,-0.059,0.063,0.121,0.109411335,0
18364,22.286,0.513,30.158,0.125,-0.128,-0.247,0.113,0.109411335,0
18365,2.352,-2.689,6.964,0.109,-0.038,-0.092,0.103,0.109411335,0
18366,23.93,11.694,-11.555,-0.109,0.037,0.15,0.143,0.109411335,0
18367,15.431,-1.248,-8.754,-0.1,-0.027,-0.02,0.126,0.109411335,0
18368,-10.428,2.978,-5.682,-0.075,-0.058,-0.001,0.134,0.109411335,0
18369,8.04,22.885,6.172,0.129,-0.097,-0.081,0.138,0.109411335,0
18370,28.62,7.791,26.77,0.05,-0.07,-0.062,0.116,0.109411335,0
18371,2.825,5.852,18.709,-0.086,-0.069,-0.209,0.108,0.109411335,0
18372,2.641,6.441,-1.782,-0.045,0.028,0.15,0.11,0.109411335,0
18373,12.32,1.784,-14.882,-0.034,0.131,-0.013,0.105,0.109411335,0
18374,-4.341,-10.005,-7.855,0.069,0.002,-0.008,0.12,0.109411335,0
18375,-12.574,1.908,-3.536,0.037,0.013,0.136,0.124,0.109411335,0
18376,14.235,16.111,17.739,-0.215,0.087,0.034,0.128,0.109411335,0
18377,21.618,5.983,27.009,-0.064,0.044,-0.049,0.115,0.109411335,0
18378,-4.369,3.049,9.529,-0.06,-0.08,-0.106,0.125,0.109411335,0
18379,14.36,11.958,-7.047,-0.07,-0.022,-0.137,0.128,0.109411335,0
18380,15.372,5.78,-9.625,-0.067,-0.062,-0.05,0.122,0.109411335,0
18381,-7.134,-4.514,-9.051,0.031,-0.169,-0.04,0.118,0.109411335,0
18382,7.947,17.718,5.953,0.009,-0.026,-0.045,0.1,0.109411335,0
18383,31.499,10.005,33.478,-0.167,0.022,-0.089,0.097,0.109411335,0
18384,14.751,6.83,22.266,0.019,-0.021,-0.167,0.092,0.109411335,0
18385,5.876,-2.168,4.888,-0.066,-0.041,-0.16,0.093,0.109411335,0
18386,24.445,7.658,-12.676,-0.089,0.065,-0.038,0.104,0.109411335,0
18387,6.439,-2.479,-10.044,0.006,-0.096,0.083,0.082,0.109411335,0
18388,-7.098,1.864,0.708,0.07,-0.183,-0.042,0.093,0.109411335,0
18389,15.133,19.512,19.315,-0.084,-0.036,-0.062,0.113,0.109411335,0
18390,25.744,16.008,26.84,-0.065,-0.086,-0.035,0.074,0.109411335,0
18391,-5.046,2.249,12.472,-0.056,-0.07,-0.133,0.099,0.109411335,0
18392,8.189,3.056,-2.972,-0.09,0.043,0.016,0.095,0.109411335,0
18393,13.842,2.328,-12.311,0.051,0.005,-0.068,0.089,0.109411335,0
18394,-12.41,-5.669,-7.714,-0.028,-0.091,0.057,0.091,0.109411335,0
18395,-4.08,2.309,6.111,-0.081,-0.067,0.001,0.083,0.109411335,0
18396,22.888,8.162,22.868,-0.087,0.002,-0.034,0.096,0.109411335,0
18397,12.114,12.203,20.799,-0.049,-0.002,-0.064,0.099,0.109411335,0
18398,-0.121,2.958,3.866,0.009,-0.045,-0.052,0.108,0.109411335,0
18399,22.549,6.704,-13.876,-0.118,0.037,0.015,0.103,0.109411335,0
18400,8.942,6.113,-13.356,-0.13,-0.206,0.025,0.102,0.109411335,0
18401,-6.507,0.809,0.997,0.016,-0.134,-0.01,0.104,0.109411335,0
18402,18.708,15.045,21.143,-0.05,0.083,-0.089,0.146,0.109411335,0
18403,38.403,17.354,30.28,0.221,-0.075,-0.245,0.136,0.109411335,0
18404,2.286,0.549,14.236,-0.024,-0.048,-0.089,0.102,0.109411335,0
18405,17.078,2.905,-0.149,-0.032,-0.071,-0.075,0.108,0.109411335,0
18406,24.765,6.801,-15.692,-0.183,-0.061,-0.012,0.151,0.109411335,0
18407,-4.024,1.226,-11.764,-0.043,-0.116,0.122,0.132,0.109411335,0
18408,-4.034,3.609,6.532,0.062,-0.142,0.006,0.111,0.109411335,0
18409,26.763,15.34,30.074,-0.024,-0.125,-0.11,0.134,0.109411335,0
18410,19.034,12.762,23.812,0.061,-0.023,-0.106,0.119,0.109411335,0
18411,-7.415,-0.423,3.596,-0.014,0.104,-0.029,0.105,0.109411335,0
18412,14.992,4.494,-9.78,0.044,0.019,-0.077,0.111,0.109411335,0
18413,4.293,1.675,-8.893,-0.003,-0.045,-0.056,0.107,0.109411335,0
18414,-16.845,-3.553,-1.865,0.242,-0.025,0.108,0.131,0.109411335,0
18415,1.918,1.251,16.67,0.134,-0.115,-0.09,0.119,0.109411335,0
18416,26.023,9.662,24.708,0.014,0.068,-0.004,0.129,0.109411335,0
18417,3.019,5.939,12.578,-0.019,0.104,-0.064,0.132,0.109411335,0
18418,5.388,0.741,0.585,0.083,0.088,0.086,0.114,0.109411335,0
18419,24.294,14.677,-13.995,0.008,0.07,-0.054,0.107,0.109411335,0
18420,-2.691,7.912,-11.394,-0.048,-0.035,0.04,0.113,0.109411335,0
18421,-3.533,-5.704,10.425,0.128,-0.109,0.022,0.119,0.109411335,0
18422,26.425,9.162,30.093,0.233,-0.055,-0.012,0.11,0.109411335,0
18423,24.783,12,26.637,-0.014,0.045,-0.303,0.089,0.109411335,0
18424,-1.564,-2.772,7.053,-0.038,-0.146,-0.154,0.122,0.109411335,0
18425,22.176,2.265,-3.897,-0.023,0.004,0.192,0.096,0.109411335,0
18426,17.029,11.36,-13.454,-0.198,0.118,0.119,0.106,0.109411335,0
18427,-11.414,-0.516,-2.519,0.017,0.018,0,0.13,0.109411335,0
18428,7.368,1.324,15.126,0.118,0.044,-0.023,0.13,0.109411335,0
18429,28.722,13.482,27.4,-0.047,-0.119,-0.008,0.117,0.109411335,0
18430,3.943,10.075,13.593,-0.129,-0.03,0.016,0.136,0.109411335,0
18431,-1.184,0.324,4.104,-0.075,-0.17,-0.134,0.131,0.109411335,0
18432,21.799,4.997,-7.893,-0.225,-0.056,0.196,0.2,0.109411335,0
18433,-9.707,-3.213,-11.171,-0.115,0.006,0.239,0.185,0.109411335,0
18434,-9.137,-13.721,1.894,0.092,-0.113,0.189,0.228,0.109411335,0
18435,15.487,6.802,26.376,-0.175,0.182,-0.111,0.266,0.109411335,0
18436,24.439,22.273,23.584,-0.432,0.429,-0.311,0.183,0.109411335,0
18437,-9.483,2.981,6.091,0.143,-0.237,-0.169,0.219,0.109411335,0
18438,6.864,6.307,0.077,0.073,-0.09,-0.285,0.165,0.109411335,0
18439,-0.461,2.447,-1.39,-0.015,-0.025,-0.015,-0.005,0.109894445,0
18440,17.011,8.038,-20.726,0.04,-0.026,-0.309,0.196,0.109894445,0
18441,6.923,-18.524,-3.679,0.237,-0.006,0.244,0.238,0.109894445,0
18442,-5.657,13.006,1.772,0.19,-0.003,0.141,0.225,0.109894445,0
18443,24.639,26.366,17.609,-0.13,-0.058,-0.054,0.162,0.109894445,0
18444,30.227,-8.617,39.221,-0.112,-0.069,-0.014,0.145,0.109894445,0
18445,0.508,-3.935,17.475,-0.28,0.078,-0.083,0.128,0.109894445,0
18446,21.087,10.971,-11.698,-0.03,0.212,0.207,0.141,0.109894445,0
18447,21.307,-5.477,-10.261,-0.059,0.134,0.038,0.128,0.109894445,0
18448,-5.02,-6.813,-5.134,0.018,-0.126,-0.138,0.146,0.109894445,0
18449,3.235,32.043,0.944,0.105,-0.175,-0.149,0.108,0.109894445,0
18450,25.948,4.418,28.686,0.012,-0.112,-0.168,0.109,0.109894445,0
18451,11.5,0.722,26.957,-0.186,-0.006,0.083,0.119,0.109894445,0
18452,1.348,10.169,0.531,-0.1,0.069,0.12,0.113,0.109894445,0
18453,10.164,7.741,-18.566,0.026,0.066,-0.16,0.111,0.109894445,0
18454,1.366,-14.146,-5.29,0.266,-0.153,-0.392,0.115,0.109894445,0
18455,-16.929,-0.467,-0.768,0.045,-0.102,-0.073,0.131,0.109894445,0
18456,8.588,26.95,8.842,0.048,0.066,0.109,0.122,0.109894445,0
18457,26.668,-3.475,32.323,-0.057,0.07,0.18,0.127,0.109894445,0
18458,-2.003,0.131,13.194,0.043,0.121,0.006,0.127,0.109894445,0
18459,14.781,20.277,-8.624,0.018,0.157,0.191,0.139,0.109894445,0
18460,20.042,0.169,-12.385,-0.045,0.062,0.239,0.103,0.109894445,0
18461,-2.362,-13.484,-4.5,0.12,0.104,0.274,0.142,0.109894445,0
18462,-1.08,19.471,4.197,0.007,0.14,0.253,0.116,0.109894445,0
18463,27.274,16.566,23.902,0.202,-0.042,0.161,0.117,0.109894445,0
18464,26.643,-2.119,35.316,0.023,0.069,-0.009,0.109,0.109894445,0
18465,2.757,3.645,9.903,0.063,0.238,0.228,0.092,0.109894445,0
18466,23.43,12.203,-12.729,-0.009,0.227,0.282,0.115,0.109894445,0
18467,16.476,-4.201,-8.425,0.058,0.138,0.124,0.092,0.109894445,0
18468,-12.808,1.012,-4.154,0.221,-0.027,-0.023,0.099,0.109894445,0
18469,7.735,30.809,8.376,0.2,-0.023,-0.102,0.103,0.109894445,0
18470,31.656,9.512,31.462,0.195,-0.028,0.057,0.109,0.109894445,0
18471,3.86,5.293,20.075,0.063,0.084,-0.043,0.093,0.109894445,0
18472,6.344,9.038,-0.241,0.127,0.122,0.1,0.092,0.109894445,0
18473,15.112,2.521,-12.095,0.055,0.142,0.127,0.135,0.109894445,0
18474,-5.692,-14.436,-8.469,0.168,0.051,0.06,0.114,0.109894445,0
18475,-8.58,5.673,0.699,0.015,0.064,0.087,0.119,0.109894445,0
18476,20.601,18.319,19.204,-0.056,-0.083,0.009,0.107,0.109894445,0
18477,16.589,6.042,27.463,0.01,0.085,-0.236,0.111,0.109894445,0
18478,-2.79,2.887,7.076,0.117,0.003,-0.078,0.153,0.109894445,0
18479,18.452,9.766,-8.976,-0.101,-0.012,-0.009,0.106,0.109894445,0
18480,15.153,-0.627,-6.851,-0.016,0.025,0.169,0.107,0.109894445,0
18481,-8.046,-1.015,-4.633,0.044,0.08,0.225,0.1,0.109894445,0
18482,13.473,23.552,11.602,0.051,-0.061,0.169,0.102,0.109894445,0
18483,36.31,6.098,34.175,-0.032,-0.08,-0.014,0.109,0.109894445,0
18484,4.746,4.348,21.509,-0.102,-0.017,-0.29,0.107,0.109894445,0
18485,12.7,4.501,0.898,-0.031,-0.021,0.068,0.105,0.109894445,0
18486,27.329,5.23,-11.518,-0.122,-0.012,0.109,0.138,0.109894445,0
18487,3.618,-4.099,-10.725,-0.005,0.016,0.178,0.12,0.109894445,0
18488,-5.674,6.197,-0.025,0.081,-0.077,-0.021,0.133,0.109894445,0
18489,19.107,17.7,18.482,-0.125,-0.095,-0.079,0.119,0.109894445,0
18490,24.272,8.627,31.899,-0.04,-0.112,-0.181,0.103,0.109894445,0
18491,-3.614,3.786,11.728,-0.082,-0.083,-0.076,0.098,0.109894445,0
18492,10.3,6.487,-4.242,-0.167,0.066,-0.018,0.101,0.109894445,0
18493,12.279,-0.292,-9.473,-0.168,0.041,-0.039,0.087,0.109894445,0
18494,-12.614,-7.906,-9.497,-0.12,-0.131,0.027,0.105,0.109894445,0
18495,-1.642,3.098,5.049,-0.135,-0.104,-0.1,0.114,0.109894445,0
18496,22.802,8.135,23.947,-0.106,-0.114,-0.164,0.077,0.109894445,0
18497,13.651,10.344,20.448,-0.076,-0.078,-0.122,0.094,0.109894445,0
18498,1.257,2.991,4.816,-0.174,-0.097,-0.136,0.108,0.109894445,0
18499,21.496,9.04,-12.073,-0.126,-0.081,-0.159,0.089,0.109894445,0
18500,7.436,3.725,-11.619,0.03,-0.206,-0.143,0.103,0.109894445,0
18501,-4.949,1.195,-0.37,-0.09,-0.26,-0.107,0.099,0.109894445,0
18502,19.156,12.859,22.635,-0.11,-0.023,-0.146,0.09,0.109894445,0
18503,34.077,8.09,31.243,-0.089,-0.02,-0.226,0.081,0.109894445,0
18504,1.884,1.648,13.231,-0.181,-0.106,-0.221,0.105,0.109894445,0
18505,17.637,3.067,-0.8,-0.102,-0.038,-0.16,0.106,0.109894445,0
18506,25.406,3.863,-12.841,-0.128,-0.117,0.003,0.096,0.109894445,0
18507,-6.706,0.039,-10.565,-0.093,-0.233,-0.083,0.107,0.109894445,0
18508,-1.438,6.168,5.738,-0.14,-0.216,-0.094,0.12,0.109894445,0
18509,28.408,12.628,27.626,-0.135,-0.134,-0.123,0.103,0.109894445,0
18510,15.142,14.842,21.8,-0.11,-0.129,-0.178,0.109,0.109894445,0
18511,-4.976,-0.711,4.873,-0.193,0.034,-0.143,0.11,0.109894445,0
18512,15.077,1.886,-13.416,-0.104,-0.142,-0.262,0.106,0.109894445,0
18513,0.84,-1.141,-12.669,-0.017,-0.131,0.017,0.119,0.109894445,0
18514,-17.188,-6.787,-1.701,0.1,-0.155,0.034,0.111,0.109894445,0
18515,7.714,11.666,18.628,-0.114,-0.05,0.066,0.116,0.109894445,0
18516,25.36,12.658,29.847,-0.079,0.012,-0.132,0.112,0.109894445,0
18517,-4.574,1.177,12.95,-0.11,0.027,-0.033,0.118,0.109894445,0
18518,11.357,2.949,-5.99,-0.023,0.011,0.017,0.136,0.109894445,0
18519,22.166,8.975,-17.466,-0.087,-0.111,-0.106,0.127,0.109894445,0
18520,-5.379,3.173,-9.534,0.069,-0.213,0.052,0.13,0.109894445,0
18521,-1.179,1.638,15.819,-0.025,-0.154,0.095,0.116,0.109894445,0
18522,30.485,14.32,33.443,-0.03,-0.021,-0.189,0.123,0.109894445,0
18523,25.285,9.443,28.09,-0.085,0.003,-0.183,0.121,0.109894445,0
18524,-0.003,-8.699,3.983,-0.026,0.106,0.067,0.132,0.109894445,0
18525,28.393,6.541,-9.993,-0.118,0.059,0.099,0.131,0.109894445,0
18526,14.791,9.809,-12.933,0.069,-0.092,-0.057,0.12,0.109894445,0
18527,-9.506,1.915,-2.063,0.049,-0.117,0.02,0.102,0.109894445,0
18528,8.581,7.846,20.31,0.016,-0.108,0.095,0.112,0.109894445,0
18529,33.128,18.248,25.302,-0.145,-0.118,-0.157,0.112,0.109894445,0
18530,4.891,7.775,11.859,0.035,-0.114,-0.09,0.106,0.109894445,0
18531,0.694,-2.834,0.927,0.053,-0.033,-0.09,0.1,0.109894445,0
18532,19.918,3.979,-12.549,-0.026,0.069,-0.06,0.095,0.109894445,0
18533,-6.647,-0.441,-8.388,-0.079,-0.019,-0.021,0.107,0.109894445,0
18534,-7.173,-6.04,4.457,0.154,0.1,0.181,0.107,0.109894445,0
18535,17.455,6.712,23.015,-0.012,0.133,-0.314,0.11,0.109894445,0
18536,21.457,22.602,21.771,-0.225,0.19,-0.288,0.11,0.109894445,0
18537,-7.568,4.475,3.846,0.192,-0.056,-0.134,0.117,0.109894445,0
18538,14.92,3.999,-6.079,0.089,-0.097,-0.052,0.127,0.109894445,0
18539,18.605,9.316,-15.321,0.051,-0.021,0.103,0.125,0.109894445,0
18540,-8.315,0.855,-3.994,0.044,-0.024,0.278,0.137,0.109894445,0
18541,10.321,-0.493,17.045,0.044,0.006,0.315,0.144,0.109894445,0
18542,35.122,16.45,30.247,-0.034,0.306,0.007,0.139,0.109894445,0
18543,14.96,12.021,17.286,-0.071,0.088,-0.46,0.143,0.109894445,0
18544,5.844,-5.097,5.073,0.157,-0.189,-0.141,0.163,0.109894445,0
18545,32.552,11.381,-11.173,-0.22,0.009,0.193,0.212,0.109894445,0
18546,2.263,6.244,-16.988,-0.095,0.062,0.279,0.199,0.109894445,0
18547,-6,-8.074,1.43,0.109,0.125,0.128,0.221,0.109894445,0
18548,15.564,9.261,0.859,-0.027,-0.013,0.006,0.152,0.109894445,0
18549,1.213,0.922,0.025,0.005,-0.014,-0.004,-0.004,0.110378122,0
18550,-0.386,31.809,4.662,-0.232,-0.101,-0.048,0.221,0.110378122,0
18551,30.052,14.111,29.063,0.144,-0.244,-0.291,0.222,0.110378122,0
18552,22.412,-4.632,37.063,-0.11,-0.057,-0.077,0.201,0.110378122,0
18553,6.236,4.512,4.611,-0.034,0.132,0.151,0.191,0.110378122,0
18554,23.435,12.689,-20.748,-0.176,0.177,0.06,0.166,0.110378122,0
18555,14.315,-9.899,-6.941,0.217,-0.011,0.021,0.136,0.110378122,0
18556,-12.553,2.52,-1.287,0.193,0.098,0.05,0.145,0.110378122,0
18557,10.796,38.752,7.675,-0.017,-0.045,-0.007,0.113,0.110378122,0
18558,30.262,0.222,33.753,0.07,-0.31,0.056,0.115,0.110378122,0
18559,2.03,-0.947,16.892,-0.1,-0.016,0.128,0.103,0.110378122,0
18560,10.806,12.045,-8.263,-0.111,0.104,0.151,0.114,0.110378122,0
18561,12.445,-6.688,-13.439,-0.342,0.151,0.096,0.11,0.110378122,0
18562,-8.093,-17.546,-5.244,0.194,-0.079,-0.261,0.116,0.110378122,0
18563,-5.885,10.594,0.1,-0.01,0.002,0.083,0.101,0.110378122,0
18564,22.15,11.29,20.383,0.153,-0.143,0.16,0.092,0.110378122,0
18565,17.22,1.851,27.77,-0.054,0.022,-0.115,0.112,0.110378122,0
18566,0.681,7.992,2.074,-0.06,-0.017,-0.021,0.111,0.110378122,0
18567,20.113,14.374,-16.669,-0.142,0.007,-0.075,0.123,0.110378122,0
18568,13.253,-10.695,-6.277,-0.033,-0.059,-0.122,0.122,0.110378122,0
18569,-9.238,-2.048,-3.383,0.152,-0.071,-0.096,0.1,0.110378122,0
18570,15.439,35.476,8.213,0.048,-0.046,0.101,0.102,0.110378122,0
18571,36.413,-0.804,36.966,-0.026,-0.036,0.09,0.104,0.110378122,0
18572,9.617,0.132,25.019,-0.104,0.026,-0.326,0.114,0.110378122,0
18573,15.29,12.269,-2.14,-0.033,-0.03,0.022,0.108,0.110378122,0
18574,24.961,5.415,-15.112,-0.096,-0.083,0.131,0.114,0.110378122,0
18575,4.114,-10.099,-5.622,0.043,-0.052,0.123,0.108,0.110378122,0
18576,-8.1,12.992,-1.061,-0.004,-0.123,-0.012,0.094,0.110378122,0
18577,20.585,26,17.564,-0.071,-0.189,-0.152,0.093,0.110378122,0
18578,27.602,5.907,28.538,-0.187,-0.156,-0.103,0.093,0.110378122,0
18579,-4.49,-1.277,12.549,-0.038,0.012,-0.129,0.113,0.110378122,0
18580,9.716,9.821,-10.506,-0.118,0.041,-0.022,0.088,0.110378122,0
18581,10.778,-4.382,-9.071,-0.181,0.001,-0.098,0.111,0.110378122,0
18582,-11.871,-8.916,-5.754,-0.144,-0.129,-0.226,0.099,0.110378122,0
18583,-2.37,13.124,0.974,-0.127,-0.254,-0.183,0.115,0.110378122,0
18584,21.972,8.04,25.703,-0.008,-0.16,-0.065,0.107,0.110378122,0
18585,8.643,-0.301,21.241,-0.15,-0.083,-0.147,0.108,0.110378122,0
18586,2.9,8.159,0.971,-0.139,-0.094,-0.274,0.104,0.110378122,0
18587,20.246,9.768,-14.412,-0.023,-0.057,-0.259,0.111,0.110378122,0
18588,6.471,-2.452,-10.147,0.04,-0.167,-0.012,0.116,0.110378122,0
18589,-4.397,6.678,0.333,-0.045,-0.176,-0.028,0.115,0.110378122,0
18590,20.871,19.854,16.207,-0.211,-0.016,-0.151,0.124,0.110378122,0
18591,33.891,5.789,34.623,-0.08,-0.078,-0.227,0.101,0.110378122,0
18592,0.582,0.035,13.891,-0.13,0.025,-0.144,0.131,0.110378122,0
18593,19.852,6.97,-5.056,-0.133,-0.021,0.011,0.122,0.110378122,0
18594,22.093,3.128,-9.63,-0.045,0.028,0.03,0.12,0.110378122,0
18595,-6.494,-2.046,-10.489,0.115,-0.102,0.039,0.106,0.110378122,0
18596,1.547,16.485,5.28,-0.051,-0.161,-0.094,0.105,0.110378122,0
18597,28.021,9.889,24.341,-0.027,-0.056,-0.049,0.11,0.110378122,0
18598,12.922,9.732,24.281,-0.069,-0.016,-0.02,0.105,0.110378122,0
18599,-0.977,2.77,4.641,0.017,0.068,0.01,0.093,0.110378122,0
18600,12.496,6.91,-13.85,0.088,0.02,-0.183,0.118,0.110378122,0
18601,-1.376,-8.805,-8.083,0.077,-0.064,-0.111,0.12,0.110378122,0
18602,-16.469,-4.603,-0.84,0.059,-0.025,-0.002,0.116,0.110378122,0
18603,7.223,11.266,12.835,-0.021,-0.013,0.11,0.104,0.110378122,0
18604,26.231,11.246,25.438,0.096,0.037,0.089,0.107,0.110378122,0
18605,-3.342,1.534,11.377,-0.006,0.13,0.024,0.109,0.110378122,0
18606,11.948,10.628,-1.585,0.04,0.184,0.121,0.122,0.110378122,0
18607,19.211,9.954,-14.543,0.069,0.009,0.038,0.096,0.110378122,0
18608,-5.627,-3.721,-8.325,0.128,-0.057,0.153,0.087,0.110378122,0
18609,-0.682,4.511,7.52,0.072,0.048,0.2,0.098,0.110378122,0
18610,28.521,12.363,28.921,0.109,0.091,0.005,0.083,0.110378122,0
18611,21.216,12.271,28.172,0.042,0.025,-0.044,0.081,0.110378122,0
18612,2.685,-1.016,7.153,0.072,0.182,0.114,0.097,0.110378122,0
18613,24.09,4.566,-10.991,0.033,0.215,0.204,0.095,0.110378122,0
18614,14.879,7.589,-14.912,0.097,0.025,0.172,0.099,0.110378122,0
18615,-12.295,1.215,-3.914,0.188,-0.04,0.102,0.097,0.110378122,0
18616,9.255,12.36,15.579,0.185,0.065,0.085,0.088,0.110378122,0
18617,31.853,15.994,27.475,0.085,0.01,0.134,0.083,0.110378122,0
18618,1.62,7.377,14.4,0.009,0.184,0.029,0.085,0.110378122,0
18619,4.811,0.905,0.359,0.066,0.175,0.008,0.104,0.110378122,0
18620,17.664,-2.228,-15.143,0.175,0.16,0.207,0.1,0.110378122,0
18621,-9.11,-3.307,-11.629,0.136,0.064,0.205,0.101,0.110378122,0
18622,-8.067,-3.534,2.649,0.126,0.054,0.047,0.117,0.110378122,0
18623,24.25,15.304,26.28,0.093,0.005,0.071,0.103,0.110378122,0
18624,14.979,14.431,21.181,0.131,0.108,-0.089,0.104,0.110378122,0
18625,-2.072,-0.71,7.718,0.186,0.21,0.129,0.108,0.110378122,0
18626,22.065,6.104,-13.118,0.095,0.15,0.096,0.114,0.110378122,0
18627,13.208,5.177,-13.86,0.017,0.099,0.166,0.109,0.110378122,0
18628,-6.583,1.07,-2.807,0.049,0.014,0.118,0.111,0.110378122,0
18629,14.801,6.909,24.086,0.254,0.126,0.195,0.153,0.110378122,0
18630,38.324,16.22,33.083,0.101,-0.012,0.002,0.115,0.110378122,0
18631,4.789,0.902,12.384,0.026,0.028,-0.181,0.126,0.110378122,0
18632,14.082,0.041,-0.04,0.19,0.17,0.118,0.121,0.110378122,0
18633,28.223,8.397,-13.866,0.048,0.146,0.152,0.119,0.110378122,0
18634,-1.715,3.501,-9.326,0.058,0.073,0.149,0.109,0.110378122,0
18635,-2.904,2.537,9.082,-0.016,0.008,0.014,0.126,0.110378122,0
18636,26.833,17.856,26.249,0.139,0.023,0.015,0.096,0.110378122,0
18637,23.321,18.482,23.292,0.06,-0.032,-0.129,0.091,0.110378122,0
18638,-8.923,-2.617,4.768,-0.048,-0.042,-0.103,0.104,0.110378122,0
18639,13.339,9.411,-4.944,-0.034,0.075,0.235,0.118,0.110378122,0
18640,13.089,5.29,-9.747,-0.028,0.004,0.111,0.099,0.110378122,0
18641,-17.34,-3.505,-5.041,-0.036,-0.04,-0.013,0.122,0.110378122,0
18642,3.761,-6.228,14.562,-0.029,-0.085,0.061,0.109,0.110378122,0
18643,25.78,11.308,24.613,0.013,-0.015,-0.15,0.112,0.110378122,0
18644,7.566,10.689,12.638,0.002,-0.092,-0.249,0.107,0.110378122,0
18645,3.185,1.545,1.273,0.084,0.028,0.029,0.109,0.110378122,0
18646,29.707,11.731,-12.892,-0.037,0.147,0.205,0.124,0.110378122,0
18647,5.509,14.23,-10.92,-0.134,-0.101,-0.025,0.112,0.110378122,0
18648,-6.648,-6.037,3.166,0.041,-0.271,-0.117,0.133,0.110378122,0
18649,24.217,3.502,31.282,0.204,-0.069,-0.209,0.138,0.110378122,0
18650,33.546,17.097,25.74,-0.039,0.082,-0.389,0.119,0.110378122,0
18651,1.726,2.666,8.822,-0.34,-0.177,-0.257,0.117,0.110378122,0
18652,19.05,3.117,-2.642,-0.095,-0.007,0.096,0.132,0.110378122,0
18653,26.386,7.85,-11.358,-0.132,-0.051,0.246,0.162,0.110378122,0
18654,-9.875,1.9,-9.942,-0.097,-0.201,-0.037,0.196,0.110378122,0
18655,2,0.101,13.396,0.022,-0.173,-0.142,0.168,0.110378122,0
18656,29.612,18.112,28.537,-0.011,-0.006,-0.106,0.184,0.110378122,0
18657,13.643,16.644,17.425,-0.077,-0.041,-0.21,0.21,0.110378122,0
18658,-1.183,-2.399,6.702,-0.261,-0.075,-0.138,0.129,0.110378122,0
18659,-0.925,2.308,2.251,0.047,0.034,0.028,-0.005,0.110862053,0
18660,-10.043,20.281,5.049,0.02,-0.016,0.011,0.217,0.110862053,0
18661,20.756,20.959,19.359,-0.081,-0.221,0.114,0.201,0.110862053,0
